Orden,DNI,Apellido_Paterno,Apellido_Materno,Nombres,Edad,Direccion,Celular,Correo,Ingreso_Anual,Genero,Estado_Civil,Nivel_Educativo,Ocupacion,Fecha_Nacimiento,Nacionalidad,Provincia,Distrito,Centro_Medico,Tipo_Seguro,Fecha_Registro,Historial_Medico,Medicamentos_Recetados,Citas_Anuales,Peso,Altura,IMC,Presion_Arterial,Frecuencia_Cardiaca,Frecuencia_Respiratoria,Temperatura,Grupo_Sanguineo,Factor_RH,Alergias,Cirugias,Vacunas_Al_Dia,Pruebas_Laboratorio,Ultima_Visita,Dias_Hospitalizacion,Horas_Ejercicio_Semanal,Consumo_Alcohol,Tabaquismo,Dieta_Saludable,Nivel_Estres,Nivel_Satisfaccion,Costo_Citas_Anuales,Costo_Tratamiento,Costo_Medicamentos,Satisfaccion_Servicio
179,78999832,Hernandez,Williams,Carolyn,58,"72629 Jamie Squares Suite 721
Williamstown, MD 94042",+51 938210242,warddavid@example.com,46192,Masculino,Soltero,Universitario,Chartered loss adjuster,1999-01-26,Switzerland,Ohio,New Ashleyfurt,Clínica Salud,Mixto,2020-10-18,Diabetes,1,3,54.5,1.78,20.0,96/83,69,15,38.6,A,-,Polen,2,Sí,7,2024-06-05,1,7,Ocasional,No,Sí,10,10,472,4715,298,3
180,61147756,Holmes,Ibarra,Roy,28,"4640 Robert Street Suite 075
West Julieland, NH 04852",+51 967698610,dianacooper@example.org,36738,Masculino,Divorciado,Secundaria,Physiotherapist,1953-12-05,Guadeloupe,Vermont,Joanneshire,Clínica Salud,Público,2020-10-06,Diabetes,3,10,71.6,1.55,23.6,93/86,91,19,36.7,AB,-,Alimentos,0,Sí,3,2024-03-02,10,7,Ocasional,No,No,3,7,598,9099,348,4
181,64443209,Roberts,Dean,Luis,68,"3935 Garcia Brooks Apt. 788
Valerieburgh, MA 16660",+51 987844239,michaelking@example.com,16108,Masculino,Casado,Secundaria,"Education officer, museum",1971-08-19,Uruguay,Rhode Island,New Mollyburgh,Centro Médico Familiar,Privado,2022-12-30,Cardiopatía,4,4,89.3,1.9,28.1,94/75,93,13,38.2,O,+,Ninguna,0,Sí,5,2024-11-25,3,10,Ninguno,No,Sí,8,4,1056,8501,785,1
182,34495060,Tyler,Martin,Regina,61,"1123 Hamilton Neck Suite 976
North Janechester, MO 10684",+51 991424737,carl52@example.org,24725,Femenino,Divorciado,Técnico,Chief Technology Officer,1992-05-17,Iraq,Minnesota,Baileybury,Centro Médico Familiar,Privado,2024-08-10,Hipertensión,4,2,57.4,1.85,31.0,133/60,100,20,36.6,O,-,Polen,2,Sí,10,2024-05-03,11,4,Ninguno,Sí,Sí,8,10,1365,7345,2741,2
183,75341824,Bridges,Perez,Donald,45,"8493 Clark Forest Suite 643
Marthaborough, TX 00744",+51 997873101,markwilliams@example.net,17435,Femenino,Casado,Técnico,"Research officer, trade union",2001-08-15,Djibouti,South Dakota,Josephside,Centro Médico Familiar,Privado,2024-10-08,Ninguno,0,5,66.8,1.55,27.5,101/72,93,17,36.7,A,+,Alimentos,3,No,0,2024-04-04,0,2,Ninguno,No,Sí,9,3,596,6279,1451,5
184,99239289,Wells,Carter,Samantha,56,"0461 Stephenson Camp Suite 945
New Ryan, NC 87463",+51 953251559,andersonmatthew@example.net,40241,Femenino,Casado,Técnico,Publishing rights manager,1968-08-04,Azerbaijan,Indiana,Lake Ashley,Clínica Salud,Público,2021-03-26,Cardiopatía,3,4,73.8,1.66,34.6,128/81,65,18,37.8,O,-,Alimentos,1,Sí,4,2024-10-03,5,2,Frecuente,Sí,No,10,5,1055,7043,4899,5
185,37961887,Brown,Cohen,Ann,22,"7026 Debbie Flats
North Franciscobury, IN 78087",+51 972409658,kristine05@example.org,17698,Femenino,Soltero,Universitario,Minerals surveyor,1988-08-29,Singapore,Arkansas,South Kimberlyfort,Hospital Central,Privado,2022-05-15,Cardiopatía,2,9,87.3,1.82,37.8,110/64,78,12,37.7,AB,+,Ninguna,1,Sí,7,2024-07-08,13,2,Ocasional,No,No,5,4,1837,4262,764,4
186,91682832,White,Carter,Wendy,42,"2966 Scott Row Apt. 904
Brownton, WA 32586",+51 969295515,perryrichard@example.net,20090,Femenino,Soltero,Secundaria,Building surveyor,1968-01-15,Mongolia,West Virginia,Riceview,Clínica Salud,Privado,2024-05-09,Ninguno,4,7,77.4,1.88,23.4,109/79,89,19,37.4,B,-,Medicamentos,3,Sí,6,2024-03-03,15,9,Ocasional,No,Sí,4,6,1891,1687,776,3
187,76347934,Gutierrez,Hensley,David,42,"USNV Gonzalez
FPO AA 07199",+51 969345683,johnsonsierra@example.org,42661,Masculino,Casado,Primaria,Petroleum engineer,1962-03-21,Slovakia (Slovak Republic),South Dakota,Thomasberg,Hospital Central,Público,2020-12-22,Diabetes,0,7,63.1,1.74,20.9,129/63,87,12,38.4,B,-,Alimentos,3,Sí,3,2024-08-27,10,4,Ocasional,No,Sí,2,9,510,1596,1659,1
188,32076021,Garcia,Blake,Dakota,56,"9937 Holmes Land Apt. 073
Haynesfurt, NE 97516",+51 938682516,brianwilliams@example.net,29127,Femenino,Soltero,Secundaria,Company secretary,1962-03-23,Netherlands,Pennsylvania,Lake Daniel,Centro Médico Familiar,Mixto,2024-02-29,Diabetes,5,4,69.9,1.97,23.4,138/62,65,17,37.0,A,-,Alimentos,2,Sí,9,2024-02-13,10,6,Frecuente,No,Sí,10,9,1074,8420,4038,5
189,23935711,Cruz,Hartman,Nicole,47,"64431 Sherry Via Suite 644
Melendezstad, MT 14352",+51 978608612,xfrench@example.org,43349,Masculino,Divorciado,Universitario,Product designer,1957-08-30,Greece,Florida,Thomaston,Clínica Salud,Mixto,2021-11-25,Hipertensión,1,3,71.7,1.57,23.6,132/84,90,18,36.3,B,-,Alimentos,0,Sí,2,2024-02-10,3,4,Ninguno,No,No,2,6,1320,4081,904,2
190,15177757,Macias,Johnson,Michaela,51,"8361 Cooper Extension Apt. 761
Charlesmouth, HI 19236",+51 973509974,blackelizabeth@example.org,27919,Femenino,Viudo,Técnico,Furniture designer,1944-04-06,Turkey,Colorado,Michaelland,Centro Médico Familiar,Mixto,2020-10-03,Diabetes,4,3,84.9,1.95,27.4,123/84,79,14,38.5,O,-,Ninguna,3,Sí,8,2024-09-21,5,10,Ocasional,No,No,1,4,1363,1060,3696,4
191,89750399,Goodwin,Gomez,Daniel,34,"PSC 6040, Box 4832
APO AA 77229",+51 932775593,donna59@example.org,37229,Femenino,Divorciado,Universitario,Fisheries officer,1997-12-23,Ireland,New Hampshire,Port David,Hospital Central,Mixto,2021-06-23,Cardiopatía,5,8,88.1,1.63,22.8,121/85,69,18,37.3,A,+,Ninguna,2,No,3,2024-03-11,11,3,Ninguno,No,Sí,1,8,722,6823,4515,5
192,39946891,King,Grant,Rebecca,80,"86113 Lopez Junctions Suite 073
Kevinmouth, OH 53041",+51 998429450,jenniferwatkins@example.org,41621,Femenino,Casado,Técnico,Operations geologist,1982-11-21,Kuwait,Tennessee,South Evanborough,Hospital Central,Mixto,2022-05-26,Cardiopatía,1,1,74.0,1.68,37.7,119/66,68,12,38.8,AB,-,Polen,2,Sí,10,2024-10-13,9,0,Ninguno,No,No,10,10,631,1280,3143,3
193,11756738,Johnson,Williams,Lori,53,"760 Johnson Fields
Prattside, VI 69680",+51 921381064,debrahopkins@example.net,40947,Femenino,Divorciado,Universitario,Building surveyor,1965-05-10,Libyan Arab Jamahiriya,Illinois,Lake Alan,Clínica Salud,Público,2020-04-07,Cardiopatía,4,3,59.9,1.59,20.1,108/81,79,20,37.3,O,+,Ninguna,0,No,1,2024-01-20,5,3,Ocasional,Sí,No,1,9,201,7103,568,5
194,57678140,Watts,Hood,Walter,73,"16716 Ray Isle
Veronicabury, MS 86579",+51 948089166,nicholas90@example.com,25973,Masculino,Casado,Primaria,Advertising art director,1944-02-04,Tunisia,South Dakota,New Scott,Clínica Salud,Mixto,2022-06-22,Ninguno,1,7,69.8,1.96,31.1,121/75,75,17,37.3,B,+,Alimentos,0,Sí,9,2024-04-19,14,9,Ocasional,No,Sí,1,3,335,6549,311,2
195,75226503,Smith,Campbell,Amanda,78,"172 Flores Fort
Tamaraburgh, MP 85279",+51 979182797,johnsonpaul@example.com,39935,Femenino,Divorciado,Técnico,Environmental consultant,1985-04-25,Syrian Arab Republic,Georgia,Espinozaberg,Clínica Salud,Público,2020-11-13,Diabetes,3,8,78.6,1.67,19.7,122/68,93,18,38.6,O,+,Alimentos,3,No,9,2024-11-17,5,4,Ocasional,No,No,5,2,534,7808,1326,4
196,87714385,Young,Harvey,James,18,"130 Patricia Street Suite 258
New Laurenhaven, OR 09513",+51 999100953,nathan20@example.com,46127,Masculino,Divorciado,Técnico,IT technical support officer,1981-10-16,Malaysia,Florida,Jamesburgh,Centro Médico Familiar,Público,2021-03-30,Diabetes,1,3,78.1,1.93,27.9,124/70,87,16,36.1,A,+,Polen,3,No,5,2024-08-05,0,2,Ninguno,Sí,Sí,1,5,1958,1121,2994,3
197,54688868,Freeman,Harper,Susan,61,"04977 Daniel Loaf
Mirandaland, WI 19346",+51 994951883,biancamalone@example.com,19479,Femenino,Soltero,Secundaria,Plant breeder/geneticist,1996-07-03,Bangladesh,Connecticut,North Lindsayburgh,Hospital Central,Privado,2024-09-08,Diabetes,1,9,99.9,1.66,23.1,124/77,78,13,36.4,O,+,Alimentos,1,Sí,2,2024-06-17,14,9,Ocasional,Sí,No,5,4,276,6163,2662,1
198,30137650,Schultz,Martinez,Dan,64,"8102 Foster Track
Port William, VT 90166",+51 993115778,scottreid@example.org,35138,Femenino,Casado,Universitario,Oceanographer,1972-06-08,Chad,Idaho,Normanton,Clínica Salud,Privado,2020-04-12,Diabetes,4,9,76.2,1.74,31.6,91/90,96,13,38.6,B,-,Medicamentos,2,No,9,2024-08-02,14,0,Ocasional,No,No,8,4,743,8593,3205,5
199,94958488,Johnson,Miller,Dustin,25,"75338 Paul Terrace Apt. 185
New Kevin, MO 24439",+51 954988206,mollymoore@example.net,22491,Femenino,Casado,Secundaria,Petroleum engineer,1952-08-16,Ukraine,South Dakota,New Leslie,Centro Médico Familiar,Privado,2023-09-19,Hipertensión,4,6,62.1,1.53,22.3,138/61,63,13,36.9,B,+,Ninguna,1,Sí,8,2024-05-23,13,4,Ocasional,Sí,Sí,7,10,1689,2396,1043,4
200,47531583,Stafford,Garrett,Donald,61,"PSC 5833, Box 9490
APO AP 91774",+51 922534217,esimmons@example.org,49280,Masculino,Viudo,Universitario,"Engineer, maintenance (IT)",1967-08-04,Sierra Leone,North Carolina,South Johnville,Centro Médico Familiar,Público,2022-04-16,Hipertensión,5,8,63.3,1.56,26.5,117/88,95,20,38.2,B,-,Medicamentos,3,No,0,2024-04-05,12,5,Ninguno,Sí,No,10,6,1188,3196,4228,5
201,43407700,Patrick,Davis,Joshua,74,"09452 Evans Tunnel
Lake Felicia, FL 73073",+51 941523529,zimmermandavid@example.net,43308,Masculino,Divorciado,Primaria,"Surveyor, mining",1996-11-05,Montserrat,Massachusetts,Jamesstad,Centro Médico Familiar,Mixto,2022-01-20,Cardiopatía,1,5,71.5,1.74,28.3,97/72,64,14,37.5,B,-,Medicamentos,1,No,0,2024-09-14,15,8,Ocasional,Sí,Sí,3,3,1811,2572,2474,4
202,99428201,Ayala,Chapman,Daisy,52,"8686 Brown Well Apt. 046
Jefferyburgh, MD 35907",+51 951663795,cynthia97@example.net,18946,Femenino,Divorciado,Secundaria,Educational psychologist,2001-06-14,Togo,Washington,Port Ashley,Hospital Central,Mixto,2024-02-17,Cardiopatía,5,5,84.2,1.92,22.7,118/70,62,16,38.0,A,-,Alimentos,2,Sí,6,2024-11-23,7,8,Frecuente,No,No,2,8,335,9528,2493,3
203,70053261,Mack,Richard,Todd,66,"PSC 5040, Box 6342
APO AP 18210",+51 940150759,dickersonzachary@example.com,14575,Femenino,Viudo,Técnico,Town planner,1990-11-06,Bolivia,Alabama,Jennyburgh,Clínica Salud,Público,2024-09-09,Ninguno,5,9,78.8,1.64,26.2,114/74,92,14,37.1,A,+,Polen,3,Sí,1,2024-06-08,8,6,Ocasional,No,No,1,6,648,2908,2236,4
204,71003657,Shaw,Rodgers,Sandra,35,"52965 Margaret Mountain Suite 726
Lake Kaylaport, MA 66577",+51 936726767,pjones@example.com,28104,Masculino,Casado,Primaria,Lobbyist,1976-09-19,Thailand,Washington,Buckleyside,Clínica Salud,Privado,2020-11-13,Cardiopatía,3,10,55.6,1.67,24.3,119/61,66,14,36.7,O,-,Alimentos,3,Sí,5,2024-04-23,11,7,Ninguno,Sí,Sí,6,4,1159,3224,1404,1
205,67844462,White,Banks,Kayla,67,"54593 Jonathan Ferry
Lambertberg, VI 88856",+51 929777514,rebecca98@example.org,37193,Masculino,Divorciado,Universitario,Speech and language therapist,1988-05-26,Sudan,Minnesota,Lake Toddborough,Centro Médico Familiar,Privado,2020-08-08,Diabetes,2,1,70.7,1.79,25.7,92/65,92,16,37.3,A,+,Ninguna,0,No,5,2024-05-30,10,9,Frecuente,Sí,Sí,4,7,539,8756,796,2
206,91158648,Richardson,Thomas,Andrew,59,"3255 Aaron Circle
North Tanyastad, VA 50311",+51 913278320,john39@example.org,32274,Femenino,Viudo,Técnico,Historic buildings inspector/conservation officer,1958-05-12,Jersey,Hawaii,South Joshuaton,Clínica Salud,Público,2023-12-04,Cardiopatía,0,7,68.3,1.75,19.2,125/81,87,13,38.3,B,-,Medicamentos,0,Sí,8,2024-01-29,15,2,Ninguno,No,Sí,4,8,1577,9099,4570,1
207,47946686,Hayden,Davis,Heather,39,"903 Michael Crossroad
Port Jeffrey, CT 30260",+51 916202700,wrice@example.com,43275,Femenino,Viudo,Universitario,Location manager,1978-04-06,Luxembourg,Tennessee,Wilsonland,Hospital Central,Privado,2020-03-31,Cardiopatía,1,2,59.5,1.7,30.7,139/69,86,14,38.3,AB,-,Alimentos,1,No,1,2024-02-27,12,5,Frecuente,Sí,No,7,5,1210,6582,1311,5
208,47665053,Miller,Fisher,Robin,25,"PSC 0705, Box 6892
APO AP 22714",+51 942862209,briana58@example.org,27509,Masculino,Viudo,Técnico,Higher education lecturer,1960-02-29,Luxembourg,California,Christopherberg,Clínica Salud,Público,2020-01-06,Hipertensión,3,3,67.2,1.86,24.5,135/65,66,16,38.1,O,-,Ninguna,0,No,10,2024-01-01,9,10,Frecuente,No,No,6,10,433,2962,4821,4
209,26196827,Lynn,Newman,Trevor,36,"4262 Victor Well
Garciastad, KS 41652",+51 973771720,michael75@example.org,10168,Femenino,Divorciado,Universitario,"Engineer, energy",1988-06-25,Singapore,Nebraska,Russellmouth,Centro Médico Familiar,Privado,2020-08-12,Diabetes,1,1,82.8,1.55,20.9,121/73,89,18,36.9,AB,-,Polen,1,Sí,0,2024-09-30,1,2,Ocasional,No,No,2,8,363,1532,4523,4
210,30644119,Ford,Ryan,Karen,45,"089 Amanda Ridges Suite 388
Michaelport, NM 51598",+51 992043803,matthew81@example.net,28536,Masculino,Casado,Técnico,Equality and diversity officer,1972-12-20,Madagascar,Alaska,Toddhaven,Hospital Central,Público,2023-12-03,Ninguno,0,4,88.5,1.78,28.5,98/69,96,14,37.8,B,-,Alimentos,0,No,8,2024-10-31,7,9,Ocasional,Sí,No,5,9,1570,6194,4005,1
211,50249982,Mcneil,West,Hunter,28,"04445 Randall Track
North Cindystad, VT 14669",+51 919774839,smithtraci@example.net,29566,Femenino,Casado,Universitario,Manufacturing systems engineer,1970-11-03,Guadeloupe,North Carolina,New Sandraland,Clínica Salud,Mixto,2024-11-10,Ninguno,2,5,58.5,1.54,27.5,135/72,76,12,37.7,AB,+,Polen,0,No,3,2024-01-04,3,8,Ninguno,No,No,7,6,1141,5031,2452,2
212,61445491,Johnson,Cox,Matthew,47,"9187 Betty Locks Suite 942
Edwardsbury, PR 23304",+51 971124923,ccohen@example.com,48465,Femenino,Viudo,Secundaria,"Development worker, international aid",1953-12-16,Botswana,Oregon,Poncestad,Hospital Central,Mixto,2020-02-16,Ninguno,2,8,67.5,1.65,34.8,121/84,82,17,36.1,O,+,Polen,0,No,5,2024-08-10,13,5,Ocasional,No,Sí,1,3,1862,6112,4123,2
213,52295519,Shaffer,Hart,Patricia,18,"901 Cox River Suite 632
New Jasonburgh, AZ 52381",+51 965625330,jonathanwilson@example.net,48005,Masculino,Viudo,Técnico,Proofreader,1996-04-15,Taiwan,Kansas,East Shannon,Clínica Salud,Mixto,2021-10-01,Cardiopatía,1,2,91.1,1.73,23.2,97/78,76,14,36.4,A,+,Medicamentos,2,No,8,2024-09-10,13,8,Frecuente,No,No,5,5,901,9799,4378,5
214,63896168,Olson,Kline,Melissa,79,"864 Courtney Forges Apt. 235
New Ashleyland, NM 66582",+51 994525678,randyquinn@example.com,42089,Masculino,Casado,Técnico,Passenger transport manager,2004-05-16,Micronesia,Massachusetts,Burkeshire,Hospital Central,Público,2022-05-19,Ninguno,0,8,90.1,1.8,24.8,133/75,97,12,38.9,B,+,Ninguna,1,Sí,3,2024-01-14,8,5,Frecuente,No,No,1,10,1463,7973,727,3
215,75102853,Gray,Terry,Robert,64,"47450 Melanie Motorway
West Jenniferview, AS 46232",+51 987265240,iweaver@example.com,19738,Femenino,Viudo,Secundaria,Barrister,1949-01-14,Bahrain,Indiana,Port Howard,Centro Médico Familiar,Privado,2021-06-24,Ninguno,5,6,81.2,1.62,21.9,132/77,65,12,39.0,O,-,Alimentos,0,No,2,2024-08-01,12,6,Ocasional,Sí,Sí,2,2,1690,5807,1333,5
216,37255180,Carter,Wright,Arthur,74,"8252 Campos Loop
Williamville, KS 53167",+51 936096655,ysaunders@example.org,39264,Masculino,Viudo,Universitario,Armed forces logistics/support/administrative officer,1972-05-04,Jersey,New Hampshire,New Scottfort,Centro Médico Familiar,Privado,2021-10-31,Ninguno,1,5,72.0,1.62,35.6,133/77,92,16,37.7,A,-,Ninguna,0,No,8,2024-11-07,0,7,Ninguno,Sí,No,5,5,962,1637,1539,3
217,39879084,Walls,Ferguson,Ronald,64,"07382 Kevin Junction
Lake Williamhaven, VT 37302",+51 961536717,rachaeldavis@example.org,45296,Femenino,Casado,Técnico,Astronomer,1968-01-08,Latvia,Arizona,Port Mackenzieburgh,Centro Médico Familiar,Privado,2021-03-30,Hipertensión,4,6,96.2,1.58,39.0,126/75,61,18,38.4,AB,-,Medicamentos,2,Sí,6,2024-04-26,5,10,Ninguno,Sí,Sí,3,2,1942,2746,2467,1
218,35164725,Coleman,Strickland,Rachel,34,"456 Tonya Court Apt. 589
New Jason, FM 65141",+51 976354180,ephillips@example.com,41741,Masculino,Divorciado,Secundaria,Engineering geologist,1969-09-08,Vanuatu,Nebraska,Merritthaven,Hospital Central,Privado,2021-12-02,Diabetes,2,6,61.7,1.74,38.0,120/77,67,13,38.7,B,-,Alimentos,1,Sí,3,2024-10-14,5,2,Ninguno,No,Sí,5,7,1160,1899,4207,3
219,45971669,Pearson,Stewart,Ryan,80,"3758 Tony Drives
Adamschester, KS 92539",+51 963640499,copelandwilliam@example.org,32618,Masculino,Viudo,Universitario,Sub,1979-06-28,United States of America,Arkansas,Brianhaven,Hospital Central,Privado,2020-05-30,Hipertensión,3,9,84.3,1.53,30.9,100/76,89,17,37.7,A,+,Alimentos,3,No,4,2024-04-01,9,8,Ninguno,Sí,Sí,8,9,728,5918,447,2
220,61975793,Ellis,Watson,Corey,50,"378 Hill Vista
East Jenniferview, TN 27005",+51 942747037,qjones@example.org,31786,Masculino,Divorciado,Técnico,Dietitian,1987-01-19,Bouvet Island (Bouvetoya),Utah,North Christine,Centro Médico Familiar,Mixto,2022-02-20,Diabetes,3,9,57.8,1.6,30.4,93/72,71,14,37.2,AB,-,Polen,3,No,2,2024-06-15,6,7,Frecuente,No,Sí,4,7,1381,3243,2673,3
221,26163202,Grant,Collins,Kelsey,66,"Unit 5557 Box 6121
DPO AE 48137",+51 929806690,jonathonrios@example.com,46170,Masculino,Viudo,Técnico,"Psychologist, forensic",1980-11-21,Chile,Arizona,Jensenview,Centro Médico Familiar,Público,2023-03-27,Hipertensión,3,5,86.4,1.85,23.4,106/75,71,18,37.1,O,+,Ninguna,3,No,5,2024-09-08,4,2,Ninguno,No,No,2,1,1343,5231,3208,4
222,80783179,Powers,Melton,Johnny,29,"Unit 7836 Box 4075
DPO AP 54169",+51 998054615,brandy85@example.org,45614,Femenino,Viudo,Universitario,"Engineer, biomedical",1965-01-23,Libyan Arab Jamahiriya,Nebraska,Gloriashire,Hospital Central,Privado,2021-01-18,Diabetes,0,6,54.3,1.72,27.4,127/72,85,17,38.8,O,-,Polen,0,No,5,2024-10-02,4,7,Ninguno,Sí,No,1,2,1322,7219,3941,5
223,87462218,Sullivan,Williams,James,50,"77821 Michelle Bypass Suite 378
Ritterville, MI 27219",+51 910744212,sandraschmidt@example.com,34720,Femenino,Viudo,Secundaria,IT technical support officer,1946-10-12,Kiribati,Louisiana,New Heather,Hospital Central,Público,2020-01-05,Ninguno,0,1,87.0,1.99,29.7,129/81,62,16,36.2,O,+,Ninguna,1,Sí,6,2024-05-13,10,6,Frecuente,Sí,Sí,8,4,1867,3507,430,2
224,52495477,Kerr,Thomas,Sally,76,"688 Dyer Village Suite 618
New Scott, PR 19609",+51 924305904,hawkinsamy@example.org,39841,Masculino,Soltero,Técnico,Pharmacologist,1958-06-02,Rwanda,Nevada,Millerburgh,Hospital Central,Privado,2021-02-28,Ninguno,5,7,62.2,1.78,37.0,112/84,65,18,37.2,B,+,Alimentos,2,Sí,3,2024-08-24,1,0,Ninguno,No,No,3,5,1719,5598,4254,2
225,99755514,Medina,Parks,Madison,24,"207 Maria Spurs Apt. 517
West Brian, TN 35502",+51 967062156,dean95@example.net,31088,Femenino,Divorciado,Universitario,English as a foreign language teacher,1987-08-22,Equatorial Guinea,Wyoming,Kramerside,Hospital Central,Público,2022-12-16,Ninguno,2,2,81.1,1.67,23.2,108/70,86,13,37.4,B,+,Medicamentos,3,Sí,8,2024-03-20,2,10,Ninguno,Sí,No,1,8,877,6569,3660,5
226,81244158,Washington,Stewart,Barbara,73,"014 Brady Trafficway Suite 514
Whitetown, SC 46046",+51 939372360,anthonyperez@example.org,22363,Femenino,Divorciado,Técnico,Manufacturing systems engineer,1975-11-24,Brunei Darussalam,Alaska,East Kelli,Hospital Central,Público,2022-04-07,Hipertensión,0,6,57.4,1.85,28.7,93/60,79,12,37.0,AB,+,Medicamentos,1,Sí,3,2024-11-06,9,1,Frecuente,No,No,2,8,1493,7750,3928,3
227,57177065,Sims,White,Linda,58,"65098 Tracy Fords
Brandonberg, TN 11351",+51 933607110,scottfoley@example.com,25650,Femenino,Viudo,Universitario,Nature conservation officer,1953-03-12,Spain,New Mexico,Danielshire,Clínica Salud,Público,2023-03-29,Ninguno,5,10,91.6,1.59,28.4,127/61,80,15,38.9,A,+,Polen,1,No,0,2024-10-12,4,5,Ocasional,No,Sí,2,9,1561,2218,315,5
228,46398829,Smith,Fisher,James,37,"54702 Young Extension
Cooperborough, CA 50495",+51 979519112,cmorris@example.com,47473,Femenino,Casado,Técnico,"Programmer, systems",1945-04-04,United States Minor Outlying Islands,New Jersey,South Angela,Clínica Salud,Público,2020-01-26,Cardiopatía,4,4,64.4,1.83,18.8,98/86,97,15,37.9,AB,+,Ninguna,1,Sí,0,2024-06-23,11,3,Ninguno,Sí,No,4,10,868,9699,461,3
229,52986130,Morris,Johnston,Olivia,71,"675 Sara Centers
South Heatherland, MP 18007",+51 972350830,wsmith@example.net,35098,Femenino,Viudo,Primaria,Games developer,1965-01-27,Indonesia,Colorado,Stephanieton,Clínica Salud,Mixto,2024-02-06,Diabetes,5,10,67.2,1.87,27.7,113/71,89,15,36.9,A,+,Polen,2,Sí,0,2024-12-01,14,4,Ninguno,No,No,8,5,1278,6960,500,1
230,25960914,Williams,Larson,Tyler,58,"4886 Zachary Brook
Singhmouth, RI 54730",+51 916740197,ryanpace@example.net,25306,Femenino,Soltero,Secundaria,Advertising copywriter,1997-01-06,Panama,Nevada,Heathmouth,Hospital Central,Público,2022-03-29,Hipertensión,2,10,90.2,1.86,37.3,137/78,88,19,36.5,A,-,Ninguna,2,No,8,2024-11-18,12,3,Frecuente,No,No,10,9,518,2230,122,1
231,48435812,Williams,Tanner,Carla,50,"547 Austin Valley
Drewmouth, SD 24560",+51 984813739,howardemily@example.com,36920,Masculino,Viudo,Secundaria,Consulting civil engineer,1956-10-23,French Polynesia,Wyoming,West Joseph,Hospital Central,Privado,2023-12-21,Ninguno,5,9,65.3,1.92,23.8,91/84,99,20,38.0,A,+,Medicamentos,2,Sí,1,2024-09-19,5,3,Ninguno,Sí,No,9,10,1567,9163,2240,2
232,17473151,Turner,Jones,Sarah,56,"1968 Danielle Mill Suite 111
Alyssastad, KY 76918",+51 943446826,samuelbray@example.org,12860,Femenino,Soltero,Primaria,Pension scheme manager,1985-12-22,Canada,Idaho,Wallacefurt,Hospital Central,Mixto,2023-03-11,Ninguno,2,3,73.6,1.56,27.8,130/70,76,20,36.5,AB,+,Alimentos,0,Sí,8,2024-02-29,14,2,Frecuente,No,No,5,7,1596,6052,2112,4
233,37455342,Hess,Compton,Janice,30,"46210 Vicki Center
Rodriguezview, MI 72108",+51 926288475,ibrown@example.org,30852,Masculino,Viudo,Universitario,Claims inspector/assessor,1944-01-02,Mauritania,Massachusetts,Port Kirsten,Centro Médico Familiar,Mixto,2021-05-12,Diabetes,4,5,66.6,1.8,23.3,114/63,81,18,38.5,B,-,Ninguna,0,Sí,6,2024-02-09,0,4,Frecuente,Sí,No,5,4,1910,5912,3195,2
234,56085740,Brown,Lopez,Craig,27,"240 Elizabeth Harbor Apt. 731
Port Daniellechester, KS 20378",+51 971265269,kentroy@example.net,40996,Femenino,Divorciado,Secundaria,Education administrator,2002-05-01,Saint Kitts and Nevis,Maine,Port Ashleymouth,Centro Médico Familiar,Público,2021-04-23,Ninguno,4,6,87.0,1.66,38.4,117/71,71,13,37.8,A,-,Medicamentos,1,No,7,2024-05-20,4,9,Ocasional,No,No,1,5,1667,7666,2929,1
235,46187789,Reyes,Gutierrez,Robert,41,"180 Jacob Roads Suite 011
Mccarthyville, VT 83511",+51 927896471,adrianwilson@example.net,34984,Masculino,Viudo,Universitario,"Investment banker, corporate",1962-01-01,Vanuatu,Arkansas,East Edwardville,Centro Médico Familiar,Privado,2021-05-13,Ninguno,4,6,60.6,1.55,38.8,112/73,73,16,36.1,AB,-,Alimentos,3,No,0,2024-03-06,6,1,Ocasional,No,Sí,10,1,1407,1372,2897,1
236,30434040,Daniels,Wilson,Glenn,66,"PSC 4890, Box 2588
APO AP 68248",+51 972363359,blackmorgan@example.com,35302,Femenino,Divorciado,Técnico,Animator,1965-05-06,France,Arkansas,Pageside,Centro Médico Familiar,Público,2023-03-04,Diabetes,1,9,77.3,1.72,38.1,112/61,71,12,36.6,B,+,Alimentos,2,Sí,2,2024-01-11,5,10,Frecuente,No,No,8,7,1265,1428,826,5
237,25222312,Murphy,Dickerson,David,28,"68047 Anthony Knolls
New Angelshire, IA 32831",+51 999600766,eric13@example.org,19968,Femenino,Casado,Primaria,Proofreader,1989-10-02,Sao Tome and Principe,Oklahoma,Rebeccaport,Clínica Salud,Público,2024-03-15,Diabetes,3,8,87.5,1.65,37.8,132/67,65,17,38.7,AB,+,Polen,1,Sí,4,2024-08-21,9,3,Ocasional,No,No,2,8,1597,5671,3061,4
